district,crop,season,year,area
0.0531873770330078,-3.2859390476498227,-1.6411931203004022,0.060916922139821916,-0.07803735955169841
0.03548911506828687,-2.6982440516728836,-1.606565150597429,0.14746593349638865,-0.025025336007123755
0.12362855116740623,-2.903056865351866,-1.7705931072117127,0.04155925544401917,-0.11195469982603555
0.2816130523657523,1.048361659975595,-1.2031488323319415,0.8959364711230379,0.05554925529501076
0.09934580404839632,-2.470496918844535,-1.7737615104448659,0.18607668131578692,-0.13087615901951494
-46.31783140182688,5155.706825521324,2426.444217035447,-283.48439060057586,401.9881608632029
0.043329890119803594,-2.441021863778247,-1.6277331312484897,0.14403510023746735,-0.04185220907368165
0.027615869151591532,-2.7732992569625092,-1.58959284392413,0.20980716516384101,-0.10230628607132213
0.027935600145490014,-1.9847012551395042,-1.8095179425430068,0.18497440223329478,-0.053217625736746065
0.12289869242301825,-2.121647141348317,1.179256541223596,0.025410609890289315,-0.33130520448622364
0.030858387146614596,-3.2057264472620215,-1.547517213264639,0.14120635479447957,-0.06757277253810134
0.08784087570892689,1.1486233882854384,-1.4411570232079012,1.0049695324587133,-0.07753384696045185
0.0909077769060811,-2.6754432922625258,-1.6509625842564029,0.1539056442343595,-0.029269423727399158
0.03440007798554667,-4.836584925432291,0.05748312735358023,0.11267536035906284,-0.285571461474057
0.01623831392741515,-2.8207260083910506,-1.7415401929460443,0.06466164688677951,-0.09825538857419093
-0.026007562996062994,-2.5609417651408086,-1.6804804006409784,0.11959996380438322,-0.08587337600352009
0.008493350554175105,-0.6062236556990847,-0.9973007482506202,0.3513107760032064,0.12452724652012609
-0.04262883375055571,-4.8897753310496235,0.006656361202692196,0.030518070254156805,-0.2564584591181758
0.018929483114801027,-3.7653496325237374,0.4212990637419705,0.1487041030794531,-0.454504545882516
0.2249923687624536,-3.2468544571530855,-1.7014158010306963,0.07217333319849839,-0.13238284305026102
0.07556984509899145,-2.7755941313802994,-1.8120233254484412,0.09902361347679153,-0.1251818159882444
0.033238229600626355,-1.7404206102245168,-1.8771242135202684,0.2138366296658292,-0.0017800835213988009
2.8073111903502506,61.15436635323063,28.362270603636357,-2.4958299899547725,-1.540562217740458
-0.23029363462097543,-4.422738132785154,0.08396730610332306,0.07006682623827043,-0.11851855869907713
-0.13008520193444517,-2.598882153181151,-1.720369190107084,0.12973150917606802,-0.06020872364184137
-0.06436583311453492,-0.614740047439042,-1.073612860980389,0.2575875249564447,0.20251002216339042
-0.1529891678887367,-2.485473955748781,-1.568203907618835,0.17354310396590478,-0.10265544418329986
0.12905599295486603,3.7821926268846973,-1.2205692321279011,0.20852566834999745,0.41704964737902483
1745.6069673464656,7217.4446194557595,3741.7776289298004,430.3177769972626,1865.4583453305272
0.21098084715530546,1.1408865415718545,-1.1300820663688336,0.9099648732343109,0.11063059190634883
0.1797303896906515,-2.1084098233840614,-1.7522999197982034,0.007618699314788646,-0.1267014560456264
0.2837109594413434,23.645198900820198,8.044587617110418,-0.9254021043764605,0.5897878725494943
0.06767842582751848,-0.9750065169163163,-1.436983567839581,0.41144705742705473,-0.004715603913929112
-0.06763546278434665,-3.2341451778498853,-1.6955766487034933,0.10342957709609178,-0.023576573522417377
-0.20222686112949084,5.455671946969499,1.5151919142185826,-0.22412522577302912,1.273005842483571
0.021982034308880648,-1.3048683638601741,-1.3681693803556347,0.3124383552579574,-0.010008662169942895
0.4013817140006538,3.99785912713544,-1.093364366928699,0.29866571654322227,0.3758688226675865
0.057053058259616596,-1.9691350678125232,-1.6571946466837604,0.10177033738618715,-0.017600966243163985
0.0514488973047742,-1.4371949338391754,-1.670689986998623,0.2970712737479088,-0.11242141042563968
0.0491879993873372,-1.0542676657462329,-1.423627834202244,0.4155536082097842,-0.09504150021432589
0.00011987934584256621,-2.0834295011791646,-1.7407685075915598,0.0453974504991034,-0.04780295184027286
-0.19361293208984912,-1.2183230445678899,-1.4967636946590965,0.3213565361817724,-0.046332678984075226
-0.11520000017669979,-4.730285226703789,0.03337987012406529,0.10809012252660767,-0.42520842653618923
245.86768859876184,5691.113864811127,2800.213195378374,182.63834514681002,778.73402975781
-0.06678326562373892,-1.9436434265775095,-1.6284485067140408,0.11177249975105973,-0.01695004509902409
-1.27338339618955,1.7698112190546538,-2.1527564752766826,-0.020619298004519893,0.11661682030700572
0.1378675479719984,-3.678199995045182,0.4886786454360243,0.17062039701143336,-0.37608318676533986
0.13107673179600654,-3.4558054244702747,-1.610103944437472,0.0606159435410909,-0.09304973409719354
0.8323005642831971,18.381246804967112,9.37015235501612,-0.45087519708421425,-0.2771800269598401
0.18833474223457172,-1.5623409828447337,-1.8087877381658055,0.20777241242954106,-0.05282724074734313
